name
PERM_GROUP_LIST
PERM_GROUP_VIEW
PERM_GROUP_EDIT
PERM_CLIENT_CREATE
PERM_TAG_VIEW
PERM_TAG_LIST
PERM_TAG_CREATE
PERM_TAG_EDIT
