language_id;key_path;message;created_by
1;PERM_CLIENT_TEAM_MANAGE_USERS_AND_ROLES;Manage Users and Roles;system
1;PERM_CLIENT_TEAM_EMMIMANAGER;EmmiManager;system
1;PERM_CLIENT_TEAM_PATIENT_LIST;Patient List;system
