surrogate_key,emmi_cd,specialty_cd,active,create_dt,last_chng_dt
4321,3449,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4322,3451,1,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4323,3454,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4324,3457,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4325,3458,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4326,3459,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4327,3460,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4328,3461,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4329,3462,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4330,3463,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4331,3464,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4332,3465,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4333,3466,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4334,3467,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4335,3468,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4336,3469,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4337,3471,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4338,3473,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4339,3474,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4340,3475,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4341,3476,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4342,3478,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4343,3479,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4344,3480,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4345,3481,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4346,3482,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4347,3483,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4348,3485,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4349,3486,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4350,3492,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4351,3493,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4352,3494,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4353,3495,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4354,3496,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4355,3497,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4356,3498,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4357,3500,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4358,3501,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4359,3502,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4360,3503,12,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4361,3505,1,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4362,3506,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4363,3508,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4364,3510,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4365,3512,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4366,3513,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4367,3514,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4368,3515,26,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4369,3516,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4370,3517,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4371,3519,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4372,3520,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4373,3521,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4374,3522,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4375,3523,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4376,3524,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4377,3525,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4378,3526,26,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4379,3530,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4380,3532,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4381,3533,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4382,3534,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4383,3535,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4384,3536,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4385,3537,10,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4386,3538,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4387,3539,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4388,3541,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4389,3543,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4390,3544,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4391,3545,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4392,3546,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4393,3547,32,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4394,3548,26,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4395,3549,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4396,3553,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4397,3554,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4398,3555,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4399,3556,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4400,3557,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4401,3558,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4402,3559,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4403,3562,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4404,3563,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4405,3564,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4406,3565,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4407,3566,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4408,3569,32,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4409,3570,32,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4410,3571,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4411,3572,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4412,3573,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4413,3574,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4414,3575,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4415,3576,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4416,3580,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4417,3581,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4418,3582,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4419,3583,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4420,3584,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4421,3585,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4422,3586,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4423,3587,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4424,3588,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4425,3589,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4426,3590,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4427,3591,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4428,3592,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4429,3593,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4430,3594,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4431,3595,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4432,3596,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4433,3597,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4434,3598,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4435,3600,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4436,3601,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4437,3604,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4438,3609,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4439,3610,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4440,3612,19,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4441,3614,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4442,3615,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4443,3616,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4444,3619,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4445,3620,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4446,3621,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4447,3622,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4448,3623,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4449,3625,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4450,3627,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4451,3629,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4452,3630,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4453,3631,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4454,3633,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4455,3634,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4456,3635,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4457,3636,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4458,3638,2,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4459,3639,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4460,3640,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4461,3654,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4462,3657,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4463,3658,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4464,3659,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4465,3660,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4466,3661,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4467,3664,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4468,3665,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4469,3668,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4470,3670,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4471,3672,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4472,3674,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4473,3675,1,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4474,3676,1,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4475,3677,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4476,3678,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4477,3679,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4478,3680,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4479,3682,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4480,3683,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4481,3685,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4482,3687,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4483,3689,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4484,3690,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4485,3692,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4486,3693,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4487,3694,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4488,3695,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4489,3696,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4490,3698,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4491,3699,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4492,3700,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4493,3701,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4494,3702,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4495,3708,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4496,3709,6,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4497,3710,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4498,3711,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4499,3712,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4500,3714,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4501,3715,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4502,3716,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4503,3717,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4504,3719,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4505,3720,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4506,3723,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4507,3725,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4508,3726,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4509,3728,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4510,3729,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4511,3731,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4512,3733,12,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4513,3735,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4514,3736,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4515,3738,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4516,3739,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4517,3741,29,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4518,3742,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4519,3743,12,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4520,3746,6,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4521,3747,18,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4522,3748,18,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4523,3750,18,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4524,3753,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4525,3754,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4526,3755,18,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4527,3756,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4528,3757,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4529,3758,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4530,3759,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4531,3760,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4532,3762,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4533,3763,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4534,3764,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4535,3766,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4536,3767,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4537,3768,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4538,3769,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4539,3770,6,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4540,3771,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4541,3772,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4542,3773,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4543,3775,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4544,3776,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4545,3777,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4546,3778,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4547,3779,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4548,3780,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4549,3782,9,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4550,3783,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4551,3784,26,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4552,3785,20,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4553,3786,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4554,3787,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4555,3788,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4556,3789,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4557,3791,26,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4558,3792,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4559,3794,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4560,3796,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4561,3797,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4562,3798,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4563,3800,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4564,3801,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4565,3802,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4566,3803,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4567,3804,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4568,3805,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4569,3806,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4570,3807,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4571,3808,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4572,3809,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4573,3812,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4574,3813,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4575,3814,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4576,3815,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4577,3817,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4578,3818,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4579,3819,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4580,3820,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4581,3821,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4582,3822,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4583,3823,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4584,3824,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4585,3825,35,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4586,3826,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4587,3827,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4588,3828,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4589,3829,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4590,3832,12,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4591,3833,7,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4592,3834,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4593,3839,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4594,3843,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4595,3844,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4596,3847,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4597,3849,6,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4598,3850,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4599,3851,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4600,3852,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4601,3855,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4602,3856,8,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4603,3859,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4604,3860,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4605,3862,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4606,3864,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4607,3865,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4608,3866,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4609,3867,4,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4610,3868,25,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4611,3869,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4612,3870,11,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4613,3871,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4614,3872,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4615,3875,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4616,3876,37,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4617,3877,30,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4618,3882,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4619,3883,17,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4620,3884,15,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4621,3885,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4622,3886,16,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4623,3889,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4624,3890,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4625,3891,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4626,3893,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4627,3894,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4628,3895,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4629,3896,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4630,3897,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4631,3898,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4632,3902,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4633,3904,27,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4634,3905,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4635,3906,28,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4636,3907,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4637,3908,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4638,3909,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4639,3910,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4640,3911,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4641,3912,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4642,3913,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4643,3914,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4644,3915,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4645,3916,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4646,3917,33,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4647,3920,6,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4648,3922,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4649,3923,38,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4650,3924,24,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4651,3925,23,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
4652,3926,10,true,"2013-05-28 13:32:43.113","2013-05-28 13:32:43.113"
