language_id;key_path;message
1;PERM_CLIENT_SUPER_USER;Super User
1;PERM_CLIENT_CREATE_NEW_USER;Create New User
1;PERM_CLIENT_ACTIVATE_USER;Activate Users
1;PERM_CLIENT_DEACTIVATE_USER;Deactivate Users
1;PERM_CLIENT_ADMINISTER_USER_ROLES;Modify User Roles
1;PERM_CLIENT_ADMINISTER_USER_INFORMATION;Modify User Information
