reference_role_id;name
1;PERM_CLIENT_SUPER_USER
2;PERM_CLIENT_CREATE_NEW_USER
2;PERM_CLIENT_ACTIVATE_USER
2;PERM_CLIENT_DEACTIVATE_USER
2;PERM_CLIENT_ADMINISTER_USER_ROLES
2;PERM_CLIENT_ADMINISTER_USER_INFORMATION
