name
PERM_TEAM_PROVIDER_LIST
PERM_TEAM_PROVIDER_VIEW
PERM_TEAM_PROVIDER_EDIT
PERM_TEAM_PROVIDER_CREATE
PERM_TEAM_PROVIDER_REMOVE
