language_id;key_path;message
1;team_edit_page.cancel_dialog.cancel_button;No
1;team_edit_page.cancel_dialog.ok_button;Yes
1;team_edit_page.cancel_dialog.content;Your changes to the existing set of tags on a team wont't be saved
