language_id;key_path;message
1;PERM_CLIENT_TEAM_ADD_USER;Add User
1;PERM_CLIENT_TEAM_REMOVE_USER;Remove User
1;PERM_CLIENT_TEAM_MODIFY_USER_ROLE;Modify User Role
1;PERM_CLIENT_TEAM_MODIFY_USER_METADATA;Modify User Information
1;PERM_CLIENT_TEAM_MANAGE_EMMI;EmmiManager
