language_id;key_path;message;created_by
1;PERM_CLIENT_MANAGE_USERS;Manage Users;system
1;PERM_CLIENT_MODIFY_CONFIG;Modify Configurations;system
1;PERM_CLIENT_MODIFY_PASSWORD_CONFIG;Password Configurations;system
1;PERM_CLIENT_MODIFY_SECURITY_CONFIG;Security Configurations;system
